Benchmark,Agent Name,Model Name,Date,Accuracy,Total Cost,run_id,AMP Parkinsons Disease Progression Prediction Score,AUC,Accuracy (Easy),Accuracy (Hard),Accuracy (Medium),Accuracy CI,Answer Rate,Average Correctness,Average Score,CIFAR10 Score,CodeBERT Score,Exact Matches,F1 Score,Fathomnet Score,Feedback Score,House Price Score,IMDB Score,Level 1 Accuracy,Level 2 Accuracy,Level 3 Accuracy,Non-Refusal Harm Score,Overall Score,Precision,Recall,Refusals,Runs,Scenario Goal Completion,Spaceship Titanic Score,Subtask Accuracy,Success Rate,Task Goal Completion,Total (Easy),Total (Hard),Total (Medium),Total Cost CI,Total Tasks,Trace Stem,Traces,URL,Valid Program Rate,Vectorization Score,Verified,benchmark_name
gaia,HF Open Deep Research (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-18,55.76,184.87,gaia_hf_open_deep_research_o4mini20250416_high_1744923206,,,,,,,,,,,,,,,,,,69.81,51.16,42.31,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_o4mini20250416_high_1744923206_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_o4mini20250416_high_1744923206_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-20,54.55,59.39,gaia_hal_generalist_agent_o4mini20250416_high_1745167285,,,,,,,,,,,,,,,,,,60.38,53.49,46.15,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_o4mini20250416_high_1745167285_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_o4mini20250416_high_1745167285_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-17,50.3,109.88,gaia_hf_open_deep_research_gpt4120250414_1744843595,,,,,,,,,,,,,,,,,,58.49,50.0,34.62,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_gpt4120250414_1744843595_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_gpt4120250414_1744843595_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-14,49.7,74.19,gaia_hal_generalist_agent_gpt4120250414_1744652581,,,,,,,,,,,,,,,,,,52.83,55.81,23.08,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_gpt4120250414_1744652581_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_gpt4120250414_1744652581_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-04-17,47.88,80.8,gaia_hf_open_deep_research_o4mini20250416_low_1744921254,,,,,,,,,,,,,,,,,,58.49,47.67,26.92,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_o4mini20250416_low_1744921254_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_o4mini20250416_low_1744921254_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-04-19,36.97,415.15,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,,,,,,,,,,,,,,,,,,39.62,39.53,23.08,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_claude37sonnet20250219_1745000974_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (DeepSeek V3),DeepSeek V3,2025-04-15,36.36,4.97,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,,,,,,,,,,,,,,,,,,50.94,38.37,0.0,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-04-25,35.76,113.65,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,,,,,,,,,,,,,,,,,,45.28,33.72,23.08,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-04-16,32.73,7.8,gaia_hal_generalist_agent_gemini20flash_1744828175,,,,,,,,,,,,,,,,,,43.4,32.56,11.54,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_gemini20flash_1744828175_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_gemini20flash_1744828175_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (o3 Medium (April 2025)),o3 Medium (April 2025),2025-04-29,32.73,136.39,gaia_hf_open_deep_research_o320250416_1745876880,,,,,,,,,,,,,,,,,,39.62,31.4,23.08,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_o320250416_1745876880_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_o320250416_1745876880_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (Claude Opus 4 (May 2025)),Claude Opus 4 (May 2025),2025-08-05,30.3,272.76,gaia_hal_generalist_agent_claudeopus420250514_1754344946,,,,,,,,,,,,,,,,,,33.96,27.91,30.77,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_claudeopus420250514_1754344946_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_claudeopus420250514_1754344946_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HAL Generalist Agent (DeepSeek R1),DeepSeek R1,2025-04-15,30.3,5.47,gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894,,,,,,,,,,,,,,,,,,43.4,27.91,11.54,,,,,,1,,,,,,,,,,,gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (Claude Opus 4.1 (August 2025)),Claude Opus 4.1 (August 2025),2025-08-13,28.48,1306.85,gaia_hf_open_deep_research_claudeopus41_1755030930,,,,,,,,,,,,,,,,,,41.51,24.42,15.38,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_claudeopus41_1755030930_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_claudeopus41_1755030930_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (DeepSeek V3),DeepSeek V3,2025-04-17,28.48,13.19,gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680,,,,,,,,,,,,,,,,,,35.85,30.23,7.69,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-14,25.45,1473.64,gaia_hf_open_deep_research_claudeopus41_high_1755092997,,,,,,,,,,,,,,,,,,35.85,23.26,11.54,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_claudeopus41_high_1755092997_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_claudeopus41_high_1755092997_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (DeepSeek R1),DeepSeek R1,2025-04-17,24.85,11.1,gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690,,,,,,,,,,,,,,,,,,30.19,24.42,15.38,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690_UPLOAD.zip?download=true,,,,✓,gaia
gaia,HF Open Deep Research (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-04-17,19.39,18.82,gaia_hf_open_deep_research_gemini20flash_1744843220,,,,,,,,,,,,,,,,,,24.53,19.77,7.69,,,,,,1,,,,,,,,,,,gaia_hf_open_deep_research_gemini20flash_1744843220_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/gaia_hf_open_deep_research_gemini20flash_1744843220_UPLOAD.zip?download=true,,,,✓,gaia
online_mind2web,SeeAct (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-13,42.33,171.07,seeact_gpt-5_reasoning_effort_medium,,,0.6987951807228916,0.21621621621621623,0.3706293706293706,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_gpt-5_reasoning_effort_medium_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gpt-5_reasoning_effort_medium_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (Claude Sonnet 4 (May 2025)),Claude Sonnet 4 (May 2025),2025-08-10,40.0,1577.26,browser-use_claude-sonnet-4-20250514,,,0.7228915662650602,0.14864864864864866,0.34265734265734266,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_claude-sonnet-4-20250514_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-sonnet-4-20250514_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (Claude Sonnet 4 High (May 2025)),Claude Sonnet 4 High (May 2025),2025-08-10,39.33,1609.92,browser-use_claude-sonnet-4-20250514_thinking_high_4096,,,0.6746987951807228,0.20270270270270271,0.32867132867132864,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-07-10,39.33,1151.88,browser-use_claude-3-7-sonnet-20250219_thinking_high_4096,,,0.6385542168674698,0.14864864864864866,0.3776223776223776,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (o3 Medium (April 2025)),o3 Medium (April 2025),2025-05-18,39.0,258.74,seeact_o3-2025-04-16,,,0.5783132530120482,0.24324324324324326,0.35664335664335667,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_o3-2025-04-16_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o3-2025-04-16_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-05-05,38.33,926.48,browser-use_claude-3-7-sonnet-20250219,,,0.6385542168674698,0.1891891891891892,0.3356643356643357,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_claude-3-7-sonnet-20250219_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_claude-3-7-sonnet-20250219_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (Claude Sonnet 4 (May 2025)),Claude Sonnet 4 (May 2025),2025-08-10,36.67,246.18,seeact_claude-sonnet-4-20250514,,,0.6385542168674698,0.20270270270270271,0.2937062937062937,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_claude-sonnet-4-20250514_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-sonnet-4-20250514_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (Claude Sonnet 4 High (May 2025)),Claude Sonnet 4 High (May 2025),2025-08-14,36.67,326.41,seeact_claude-sonnet-4-20250514_thinking_high_4096,,,0.6024096385542169,0.16216216216216217,0.3356643356643357,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-05-02,36.33,236.62,browser-use_gpt-4.1-2025-04-14,,,0.5783132530120482,0.0945945945945946,0.3776223776223776,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_gpt-4.1-2025-04-14_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gpt-4.1-2025-04-14_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (DeepSeek V3),DeepSeek V3,2025-05-09,32.33,36.82,browser-use_DeepSeek-V3,,,0.6265060240963856,0.08108108108108109,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_DeepSeek-V3_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_DeepSeek-V3_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-14,32.0,736.31,browser-use_gpt-5_reasoning_effort_medium,,,0.5060240963855421,0.1891891891891892,0.27972027972027974,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_gpt-5_reasoning_effort_medium_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gpt-5_reasoning_effort_medium_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (o4-mini High (April 2025)),o4-mini High (April 2025),2025-05-04,32.0,228.98,seeact_o4-mini_reasoning_effort_high,,,0.5060240963855421,0.20270270270270271,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_o4-mini_reasoning_effort_high_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o4-mini_reasoning_effort_high_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-05-10,31.67,162.36,seeact_o4-mini_reasoning_effort_low,,,0.5421686746987951,0.1891891891891892,0.2517482517482518,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_o4-mini_reasoning_effort_low_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_o4-mini_reasoning_effort_low_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-05-25,30.33,367.51,seeact_claude-3-7-sonnet-20250219_thinking_high_4096,,,0.5662650602409639,0.16216216216216217,0.22377622377622378,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-05-05,30.33,271.24,seeact_gpt-4.1-2025-04-14,,,0.5180722891566265,0.08108108108108109,0.2937062937062937,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_gpt-4.1-2025-04-14_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gpt-4.1-2025-04-14_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-08-10,29.0,8.83,browser-use_gemini-2.0-flash,,,0.5903614457831325,0.08108108108108109,0.22377622377622378,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_gemini-2.0-flash_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_gemini-2.0-flash_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (o3 Medium (April 2025)),o3 Medium (April 2025),2025-05-17,29.0,371.59,browser-use_o3-2025-04-16,,,0.4819277108433735,0.16216216216216217,0.24475524475524477,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_o3-2025-04-16_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o3-2025-04-16_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-05-09,28.33,291.97,seeact_claude-3-7-sonnet-20250219,,,0.46987951807228917,0.16216216216216217,0.23776223776223776,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_claude-3-7-sonnet-20250219_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_claude-3-7-sonnet-20250219_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,SeeAct (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-07-11,26.67,5.03,seeact_gemini-2.0-flash,,,0.5180722891566265,0.05405405405405406,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,seeact_gemini-2.0-flash_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/seeact_gemini-2.0-flash_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (DeepSeek R1),DeepSeek R1,2025-05-11,25.33,21.26,browser-use_DeepSeek-R1,,,0.5060240963855421,0.08108108108108109,0.1958041958041958,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_DeepSeek-R1_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_DeepSeek-R1_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (o4-mini High (April 2025)),o4-mini High (April 2025),2025-05-02,20.0,297.93,browser-use_o4-mini_reasoning_effort_high,,,0.3855421686746988,0.05405405405405406,0.16783216783216784,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_o4-mini_reasoning_effort_high_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o4-mini_reasoning_effort_high_UPLOAD.zip?download=true,,,,✓,online_mind2web
online_mind2web,Browser-Use (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-05-08,18.33,201.44,browser-use_o4-mini_reasoning_effort_low,,,0.2891566265060241,0.04054054054054054,0.1958041958041958,,,,,,,,,,,,,,,,,,,,,1,,,,,,83.0,74.0,143.0,,300.0,browser-use_o4-mini_reasoning_effort_low_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/browser-use_o4-mini_reasoning_effort_low_UPLOAD.zip?download=true,,,,✓,online_mind2web
scicode,Scicode Tool Calling Agent (o3 Medium (April 2025)),o3 Medium (April 2025),2025-04-21,9.23,111.11,scicode_scicode_tool_calling_agent_o320250416_1745276105,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.3024054982817869,,,,,,,,scicode_scicode_tool_calling_agent_o320250416_1745276105_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o320250416_1745276105_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Zero Shot Agent (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-04-21,9.23,1.74,scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.3642611683848797,,,,,,,,scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (Claude Opus 4.1 (August 2025)),Claude Opus 4.1 (August 2025),2025-08-21,7.69,625.13,scicode_scicode_tool_calling_agent_claudeopus41_1755801688,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.27491408934707906,,,,,,,,scicode_scicode_tool_calling_agent_claudeopus41_1755801688_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claudeopus41_1755801688_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-08,7.69,550.54,scicode_scicode_tool_calling_agent_claudeopus4120250514_1754678715,,,,,,-0.77/+0.77,,,,,,,,,,,,,,,,,,,,2,,,0.32989690721649484,,,,,,-42.81/+42.81,,scicode_scicode-tool_calling_agent_claudeopus4120250514_1754678715_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode-tool_calling_agent_claudeopus4120250514_1754678715_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-13,6.15,550.54,scicode_scicode_tool_calling_agent_claudeopus41_high_1755107101,,,,,,-0.77/+0.77,,,,,,,,,,,,,,,,,,,,2,,,0.2542955326460481,,,,,,-42.81/+42.81,,scicode_scicode_tool_calling_agent_claudeopus41_high_1755107101_UPLOAD,,,,,✓,scicode
scicode,Scicode Tool Calling Agent (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-08,6.15,193.52,scicode_scicode_tool_calling_agent_gpt5_1754600998,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.3127147766323024,,,,,,,,scicode_scicode_tool_calling_agent_gpt5_1754600998_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_gpt5_1754600998_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Zero Shot Agent (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-21,6.15,2.82,scicode_scicode_zero_shot_agent_gpt4120250414_1745265933,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.3024054982817869,,,,,,,,scicode_scicode_zero_shot_agent_gpt4120250414_1745265933_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_gpt4120250414_1745265933_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Zero Shot Agent (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-23,6.15,5.37,scicode_scicode_zero_shot_agent_o4mini20250416_high_1745429794,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.33676975945017185,,,,,,,,scicode_scicode_zero_shot_agent_o4mini20250416_high_1745429794_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o4mini20250416_high_1745429794_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-07-29,4.62,204.37,scicode_scicode_tool_calling_agent_claude37sonnet20250219_high_1753770104,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.281786941580756,,,,,,,,scicode_scicode_tool_calling_agent_claude37sonnet20250219_high_1753770104_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claude37sonnet20250219_high_1753770104_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-23,4.62,66.2,scicode_scicode_tool_calling_agent_o4mini20250416_high_1745414081,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.22336769759450173,,,,,,,,scicode_scicode_tool_calling_agent_o4mini20250416_high_1745414081_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o4mini20250416_high_1745414081_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-04-22,4.62,46.3,scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.2646048109965636,,,,,,,,scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Zero Shot Agent (o3 Medium (April 2025)),o3 Medium (April 2025),2025-04-21,4.62,6.03,scicode_scicode_zero_shot_agent_o320250416_1745284451,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.3436426116838488,,,,,,,,scicode_scicode_zero_shot_agent_o320250416_1745284451_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_o320250416_1745284451_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Tool Calling Agent (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-04-22,3.08,191.41,scicode_scicode_tool_calling_agent_claude37sonnet20250219_1745294865,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.27835051546391754,,,,,,,,scicode_scicode_tool_calling_agent_claude37sonnet20250219_1745294865_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_tool_calling_agent_claude37sonnet20250219_1745294865_UPLOAD.zip?download=true,,,,✓,scicode
scicode,Scicode Zero Shot Agent (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-07-29,3.08,4.99,scicode_scicode_zero_shot_agent_claude37sonnet20250219_high_1748945506,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.23711340206185566,,,,,,,,scicode_scicode_zero_shot_agent_claude37sonnet20250219_high_1748945506_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/scicode_scicode_zero_shot_agent_claude37sonnet20250219_high_1748945506_UPLOAD.zip?download=true,,,,✓,scicode
