Benchmark,Agent Name,Model Name,Date,Accuracy,Total Cost,run_id,AMP Parkinsons Disease Progression Prediction Score,AUC,Accuracy (Easy),Accuracy (Hard),Accuracy (Medium),Accuracy CI,Answer Rate,Average Correctness,Average Score,CIFAR10 Score,CodeBERT Score,Exact Matches,F1 Score,Fathomnet Score,Feedback Score,House Price Score,IMDB Score,Level 1 Accuracy,Level 2 Accuracy,Level 3 Accuracy,Non-Refusal Harm Score,Overall Score,Precision,Recall,Refusals,Runs,Scenario Goal Completion,Spaceship Titanic Score,Subtask Accuracy,Success Rate,Task Goal Completion,Total (Easy),Total (Hard),Total (Medium),Total Cost CI,Total Tasks,Trace Stem,Traces,URL,Valid Program Rate,Vectorization Score,Verified,benchmark_name
swebench_verified_mini,HAL Generalist Agent (o4-mini High (April 2025)),o4-mini High (April 2025),2025-07-29,2.0,32.02,swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_agent_o4mini20250416_high_1753778285_UPLOAD.zip?download=true,,,,✓,swebench_verified_mini
swebench_verified_mini,HAL Generalist Agent (o3 Medium (April 2025)),o3 Medium (April 2025),2025-08-16,0.0,585.71,swebench_verified_mini_hal_generalist_o320250416_1755319917,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,swebench_verified_mini_hal_generalist_o320250416_1755319917_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_hal_generalist_o320250416_1755319917_UPLOAD.zip?download=true,,,,✓,swebench_verified_mini
swebench_verified_mini,SWE-Agent (DeepSeek R1),DeepSeek R1,2025-04-21,0.0,0.41,swebench_verified_mini_my_agenttogether_aideepseekaideepseekr1_1745262492,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,swebench_verified_mini_my_agenttogether_aideepseekaideepseekr1_1745262492_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/swebench_verified_mini_my_agenttogether_aideepseekaideepseekr1_1745262492_UPLOAD.zip?download=true,,,,✓,swebench_verified_mini
taubench_airline,TAU-bench Few Shot (Claude Opus 4 High (May 2025)),Claude Opus 4 High (May 2025),2025-08-01,66.0,313.83,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-05,62.0,298.58,taubench_airline_taubench_fewshot_high_reasoning_claudeopus41_1754432663,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_high_reasoning_claudeopus41_1754432663_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_high_reasoning_claudeopus41_1754432663_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-04-07,60.0,37.23,taubench_airline_1744000536,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_1744000536_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_1744000536_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-20,60.0,18.92,taubench_airline_taubench_fewshot_o4mini20250416_high_1745112675,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_o4mini20250416_high_1745112675_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_o4mini20250416_high_1745112675_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-04-30,56.0,42.11,taubench_airline_hal_generalist_agent_claude37sonnet20250219_1746038671,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_claude37sonnet20250219_1746038671_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_claude37sonnet20250219_1746038671_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Claude Opus 4 (May 2025)),Claude Opus 4 (May 2025),2025-08-01,56.0,363.3,taubench_airline_taubench_few_shot_claudeopus420250514_1754083314,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_few_shot_claudeopus420250514_1754083314_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_few_shot_claudeopus420250514_1754083314_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-20,56.0,42.58,taubench_airline_taubench_fewshot_gpt4120250414_1745112637,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_gpt4120250414_1745112637_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_gpt4120250414_1745112637_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude Opus 4.1 (August 2025)),Claude Opus 4.1 (August 2025),2025-08-05,54.0,180.49,taubench_airline_hal_generalist_no_reasoning_claudeopus41_1754431985,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_no_reasoning_claudeopus41_1754431985_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_no_reasoning_claudeopus41_1754431985_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Claude Opus 4.1 (August 2025)),Claude Opus 4.1 (August 2025),2025-08-05,54.0,294.17,taubench_airline_taubench_fewshot_no_reasoning_claudeopus41_1754432664,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_no_reasoning_claudeopus41_1754432664_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_no_reasoning_claudeopus41_1754432664_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-07,52.0,35.49,taubench_airline_taubench_fewshot_high_reasoning_gpt5_1754595988,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_high_reasoning_gpt5_1754595988_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_high_reasoning_gpt5_1754595988_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (o3 Medium (April 2025)),o3 Medium (April 2025),2025-07-29,48.0,34.14,taubench_airline_taubench_fewshot_o320250416_medium_1753770065,,,,,,-2.00/+2.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,-1.14/+1.14,,taubench_airline_taubench_fewshot_o320250416_medium_1753770065_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_o320250416_medium_1753770065_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-04-19,48.0,18.81,taubench_airline_taubench_fewshot_o4mini20250416_low_1745099803,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_o4mini20250416_low_1745099803_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_o4mini20250416_low_1745099803_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude Opus 4 (May 2025)),Claude Opus 4 (May 2025),2025-08-04,44.0,150.15,taubench_airline_hal_generalist_claudeopus420250514_1754320139,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_claudeopus420250514_1754320139_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_claudeopus420250514_1754320139_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude Opus 4 High (May 2025)),Claude Opus 4 High (May 2025),2025-08-04,44.0,150.29,taubench_airline_hal_generalist_high_reasoning_claudeopus420250514_1754320160,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_high_reasoning_claudeopus420250514_1754320160_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_high_reasoning_claudeopus420250514_1754320160_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-05-01,44.0,34.58,taubench_airline_hal_generalist_agent_claude37sonnet20250219_high_1746060636,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_claude37sonnet20250219_high_1746060636_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_claude37sonnet20250219_high_1746060636_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-06-25,44.0,4.44,taubench_airline_taubench_fewshot_gemini20flash_1750877603,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_gemini20flash_1750877603_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_gemini20flash_1750877603_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (o3 Medium (April 2025)),o3 Medium (April 2025),2025-04-15,44.0,34.14,taubench_airline_taubench_fewshot_o320250403_1744728447,,,,,,-2.00/+2.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,-1.14/+1.14,,taubench_airline_taubench_fewshot_o320250403_1744728447_UPLOAD,,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (DeepSeek R1),DeepSeek R1,2025-04-19,36.0,5.66,taubench_airline_taubench_fewshot_deepseekaideepseekr1_1745101169,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_deepseekaideepseekr1_1745101169_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_deepseekaideepseekr1_1745101169_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-04-07,34.0,36.45,taubench_airline_1743994890,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_1743994890_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_1743994890_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,TAU-bench Few Shot (DeepSeek V3),DeepSeek V3,2025-04-19,34.0,9.08,taubench_airline_taubench_fewshot_deepseekaideepseekv3_1745101128,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_taubench_fewshot_deepseekaideepseekv3_1745101128_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_taubench_fewshot_deepseekaideepseekv3_1745101128_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-05,32.0,140.28,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-07,30.0,52.78,taubench_airline_hal_generalist_high_reasoning___gpt5_1754597451,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_high_reasoning___gpt5_1754597451_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_high_reasoning___gpt5_1754597451_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-04-30,22.0,2.0,taubench_airline_hal_generalist_agent_gemini20flash_1746038655,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_gemini20flash_1746038655_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_gemini20flash_1746038655_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-04-20,22.0,20.16,taubench_airline_hal_generalist_agent_o4mini20250416_low_1745166691,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_o4mini20250416_low_1745166691_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_o4mini20250416_low_1745166691_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (o3 Medium (April 2025)),o3 Medium (April 2025),2025-07-29,20.0,45.03,taubench_airline_hal_generalist_agent_o320250416_medium_1753774187,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_o320250416_medium_1753774187_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_o320250416_medium_1753774187_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (DeepSeek V3),DeepSeek V3,2025-04-21,18.0,2.58,taubench_airline_hal_generalist_agent_deepseekaideepseekv3_1745263676,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_deepseekaideepseekv3_1745263676_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_deepseekaideepseekv3_1745263676_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (o4-mini High (April 2025)),o4-mini High (April 2025),2025-04-20,18.0,20.57,taubench_airline_hal_generalist_agent_o4mini20250416_high_1745167079,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_o4mini20250416_high_1745167079_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_o4mini20250416_high_1745167079_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-20,16.0,17.85,taubench_airline_hal_generalist_agent_gpt4120250414_1745167124,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_gpt4120250414_1745167124_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_gpt4120250414_1745167124_UPLOAD.zip?download=true,,,,✓,taubench_airline
taubench_airline,HAL Generalist Agent (DeepSeek R1),DeepSeek R1,2025-04-14,10.0,2.91,taubench_airline_hal_generalist_agent_deepseekaideepseekr1_1744655092,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,taubench_airline_hal_generalist_agent_deepseekaideepseekr1_1744655092_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/taubench_airline_hal_generalist_agent_deepseekaideepseekr1_1744655092_UPLOAD.zip?download=true,,,,✓,taubench_airline
usaco,USACO Episodic + Semantic (GPT-5 Medium (August 2025)),GPT-5 Medium (August 2025),2025-08-25,69.71,64.13,usaco_usaco_episodic__semantic_gpt520250807_1756136988,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_gpt520250807_1756136988_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_gpt520250807_1756136988_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (o4-mini High (April 2025)),o4-mini High (April 2025),2025-05-05,57.98,44.04,usaco_usaco_episodic__semantic_o4mini20250416_high_1746405235,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_o4mini20250416_high_1746405235_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_o4mini20250416_high_1746405235_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (Claude Opus 4.1 High (August 2025)),Claude Opus 4.1 High (August 2025),2025-08-25,51.47,267.72,usaco_usaco_episodic__semantic_claudeopus4120250514_high_1756132384,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_claudeopus4120250514_high_1756132384_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_claudeopus4120250514_high_1756132384_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (Claude Opus 4.1 (August 2025)),Claude Opus 4.1 (August 2025),2025-08-25,48.21,276.19,usaco_usaco_episodic__semantic_claudeopus4120250514_1756127006,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_claudeopus4120250514_1756127006_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_claudeopus4120250514_1756127006_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (o3 Medium (April 2025)),o3 Medium (April 2025),2025-04-29,46.25,57.3,usaco_usaco_episodic__semantic_o320250416_1745878600,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_o320250416_1745878600_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_o320250416_1745878600_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-04-14,44.95,28.1,usaco_usaco_episodic__semantic_gpt4120250414_1744661741,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_gpt4120250414_1744661741_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_gpt4120250414_1744661741_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (DeepSeek V3),DeepSeek V3,2025-04-13,39.09,2.78,usaco_usaco_episodic__semantic_deepseekaideepseekv3_1744580934,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_deepseekaideepseekv3_1744580934_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_deepseekaideepseekv3_1744580934_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (DeepSeek R1),DeepSeek R1,2025-04-14,38.11,8.18,usaco_usaco_episodic__semantic_deepseekaideepseekr1_1744597968,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_deepseekaideepseekr1_1744597968_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_deepseekaideepseekr1_1744597968_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (o4-mini Low (April 2025)),o4-mini Low (April 2025),2025-05-04,30.94,21.14,usaco_usaco_episodic__semantic_o4mini20250416_low_1746039070,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_o4mini20250416_low_1746039070_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_o4mini20250416_low_1746039070_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (Claude-3.7 Sonnet (February 2025)),Claude-3.7 Sonnet (February 2025),2025-04-17,29.32,38.7,usaco_usaco_episodic__semantic_claude37sonnet20250219_1744648510,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_claude37sonnet20250219_1744648510_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_claude37sonnet20250219_1744648510_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (Gemini 2.0 Flash),Gemini 2.0 Flash,2025-08-25,27.04,1.46,usaco_usaco_episodic__semantic_geminigemini20flash_1756136853,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_geminigemini20flash_1756136853_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_geminigemini20flash_1756136853_UPLOAD.zip?download=true,,,,✓,usaco
usaco,USACO Episodic + Semantic (Claude-3.7 Sonnet High (February 2025)),Claude-3.7 Sonnet High (February 2025),2025-04-17,26.71,56.43,usaco_usaco_episodic__semantic_claude37sonnet20250219_high_1744655395,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_usaco_episodic__semantic_claude37sonnet20250219_high_1744655395_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_usaco_episodic__semantic_claude37sonnet20250219_high_1744655395_UPLOAD.zip?download=true,,,,✓,usaco
usaco,HAL Generalist Agent (GPT-4.1 (April 2025)),GPT-4.1 (April 2025),2025-06-26,25.41,197.33,usaco_hal_generalist_agent_gpt4120250414_1750887884,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,usaco_hal_generalist_agent_gpt4120250414_1750887884_UPLOAD,https://huggingface.co/datasets/agent-evals/hal_traces/resolve/main/usaco_hal_generalist_agent_gpt4120250414_1750887884_UPLOAD.zip?download=true,,,,✓,usaco
